Text,Sentiment
@suckaMC alright cool. See you tomorrowĘ thank you!,1
Happy Mother's Day to all you tweeting mothers,1
sweet situations.,1
"for some strange reason, 'paranoid' sounds like U2. but i love them too, so it's aaaaall good.",1
Finally homeĘ Gonna hit the hay n sleep till noon lol,1
Happy Mother's Day to all the moms out there! Special shout to my momma...Luv ya! And Pat....even though you're a Jehovah's Witness,1
Missing @smartbrain from BKK na.,-1
"@gretchenrubin I love this!!Ę our body should tell us how much sleep it needs, and its always good to be mindful at mealtimes",1
happy 1 year! &lt;3,1
wants to greet all the moms a Happy Mother's Day!!,1
@kevincriz http://twitpic.com/4wh5x - LUCKY! I'm so jealous even though I don't like her that much,-1
"Wooow, I haven't charged my iPod Touch all day today, and it's still ALIVE! That's so coolio",1
is getting ready for an awesome service!Ę - http://tweet.sg,1
@yvasquez82 Thank you sister!!,1
happy mother's to all the moms out there..,1
that was a fun bacontaco night,1
"D-group Saturday's, with a little bit of football, an hour nap, 3 hours of soccer, basketball in the TSU and Yogurtland... Life's Good",1
good morninŔ_everybodyĘ happy mothers-day to every mom,1
"@jamie_oliver No Happy Mums day for the Mums, only the guys????",-1
Happy Mothers Day,1
"@chachada1 Yeah im following you, Hun! Goodnight",1
@jayrock thnx babeĘ just call me when u finish it....,1
"spent a little too much $ at Wombat, but it's cool 'cuz it was time to take care of Tamara good.Ę YAY!",1
"Not to worry, noone got that one. Next question starts in 1 minute, get your thinking caps on",1
Happy Mother's Day to all the moms out there!,1
@baconvodka Alternate name for a &quot;Bacon Mary&quot;... A &quot;Bloody Piggy!&quot; ;) (I have to give my boyfriend credit for that idea!),1
"just put the brats to bed, now im chillin with noodle",1
"@Zac_Efron 17 Again was amazing! I have seen it three times! It's just hilarious, and you are fantastic!",1
Cultural tour 102 by loiusa's family: kangaroo sight-seeing in cemetary. Lovely,1
happy mommy day!!,1
@mylesagnew NICE! Got any that are indexed that you want to unload?Ę I need a few.,1
happy momies day!,1
@TheUnclean Thanks. Busy as fuck is good in my book.,1
"I'm so sleepy now...g'night! HAPPY MOTHER'S DAY to your Mother, Mama, Ma, Mommy (whatever you call them. LoL) from Mie!",1
@halian: Happy Mother's day to my Mother. Thank you for being such an awesome mother,1
"@jacquelinesteps Thanks!Ę Actually, when I first got my twitter, my pictures wouldn't upload either. But they upload, it just takes a",1
Had a nice chat with an old frnd... its been a while since v talkedĘ was fun...,1
@LimeIce Ferns n petals (fnp.in) should help you accomplish that task,1
Amazing night at the drive in,1
@sarieee thanks for finding the amusing rubiks pictures tonight. making my evening via @chrisfreeman ...,1
I have a better idea: need a couple hour of relax. bed time. Sweet dreams to everyone!Ę love u all,1
Happy Mother's DayĘ http://bit.ly/LRSnG,1
Loving the # dreambears on #britains got talent,1
@officialTila that is my idea of good dinnerĘ happy munchin,1
@stuntazian I still have them!! Yay! Gonna eat some now,1
finally gonna get sum sleepĘ that concert was crazy!!! God Bless those ministers!!!,1
Now I'm off to bed - HAPPY MOTHER'S DAY ALL - HAVE A GREAT ONE,1
made this for you when i got home from wango tango http://bit.ly/1UjzQĘ Ę what a wonderful day.,1
@therealsavannah I know you would be successful. And you're just starting. You would do great in the coming years. Good luck to you,1
Just got back from @LorenaJimenez 's party! Sooo much fun! Boom boom pow~ hahaha! ooh and I just told my mom happy mother's day,1
"@smartiej Sounds lovely, hope you have a great day",1
social was fun. Swam in the water in my boxers,1
man u know things get very interesting sometimes lolll....im just 2 damn good,1
@shaunduke That sounds like a good compromise.,1
"#web20 .#prologue - Modern Liberalism, Misconstrued (2nd 1/2 of BibleĘ -- &quot;Christ -- without the Crucifiction&quot;Ę Abstraction w/o 'Skin'",-1
Yippee! Happy birthday to me,1
Playin' didgeridoo in the living room and thinking about the world going by.... lovely lifeĘ #fb,1
I'M FEELING GREAT!,1
The best thing I have ever done is carry and birth a child,1
"http://bit.ly/5e7drĘ this is cool, van helden.",1
"Word to all those i call mom, and there are a lot of yall.. HAPPY MOTHERS DAYĘ i love you all!",1
"@carinafox5 Wishing you a very Happy Mother's Day, Carina!!Ę Hugs...Joy",1
"@shahruz84 Don't fall to celebrity worship, though... just write what you think, do the best you can and rock on",1
@spahkleprincess it's my fave!,1
@liljizzel dope background,1
enjoying lazying around eating roses chocolatesĘ x,1
@alisongo i heard it is not illegal unless you are caught,-1
@rohanbabu I brought a buffalo 320gb for 3800...it has the fastest transfer rate for a usb hdd...I benchmarked it at 34mb/s on my comp!!!,1
@amysav83 you'll be fineĘ don't worry ... good luck again,1
"@Sanazypoo OMG!! Hahaha! I thought you were joking about Twittering that, hahaha!! Awesome, good times were had by all",1
"Free for all... good nite I mean its a good nite, wateva",1
"working away just now, hopefully it stays nice for the afternoon and evening! possible BBQ weather!",1
"Happy Mother's Day to all the beautiful Moms out there.Ę (I'm kind of a Mom, i think my little pup counts!Ę )",1
"@jordanknight Hey JK...Wish Evenlyn a Happy Mothers Day tomora for me..I had a Great Day, my gift will be tickets to see ya's ere in Oz",1
@LaneySmiles you know you lvoe me!,1
"@MorganH03 Thanks for a great night, dear.Ę Perfectly completed my weekend.",1
@zelciia weird. I tot it will usually rain east coast first. And east coast usually gets more rain.,-1
@karaokevegan Happy Mothersday,1
@EmmaCL thanks,1
is feeling good.. kinda tired.. miss him... can't wait for grad this weekend!!,1
@jacquelinesteps Haha you're welcome! I was honestly going crazy too. Have a great night as well,1
is off to Body Power Expo! Thanks to Mike at Performance Network for the free tix!,1
@NKOTBSummertime LMAO. Joey is mineĘ I cant wait to meet them in july!,1
Oh that just made my evening.Ę I forgot Merlin was on tonight!Ę But its a toss up between Rove and Spielburg on Spielburg on ABC2 choices.,1
"@chaosd1 I love you, baby",1
@erniehalter yay Happy Mothers Day to meĘ Screw burnt breakfast in bed I'll take some E.Ę (erniehalter live &gt; http://ustre.am/2VkO),1
@Naughtycowgir1 I LOVE music!!!Ę I like almost everything!!,1
@verma it was an awesome talkĘ find it very true that i am watching the ruby community closely,1
@mini_ritz thnx sweetieĘ how r u this evening? xo,1
@BuddhistethicsĘ congratulationsĘ were you being mindful through the run as well or / and listening to music?,1
"@misterfuji I've always been pretty athletic, I especially love b-ball. Anyway, yeah I can run",1
@KimKardashian Ciara was great at SNL..Kim...you were mentioned on SNL tonight..Justin T was really good also,1
assumes it wasnt so taboo to start an email with &quot;LOL&quot; considering that the reply it got started with &quot;ROFL. PWN3D.&quot; I love the internet!,1
"Had a great time with mpix shootout, just greatĘ thanks mpix...",1
@creamspyderĘ thanksĘ you've been quiet lately!,1
@rayamartin http://twitpic.com/4wlpv - whooooooooooooa!!!!!!!!!!!! ang ganda ko dito ha!!!Ę thank you!,1
"still playing wii fit LOL fun fun fun,, movies tonight ill upload photos i took today right now check next tweet",1
"Just finishing shooting, can u believe it, but got the job done",1
"Hope everyone is okay, especially Americans who are affected by the fire or the Swine flu(h1n1) . OKay, I should pray for them",1
"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",1
Missing my mother... t-11 days! HAPPY MOTHER'S DAY!!,1
Almost dereĘ really tired eyes r really dry,-1
Just got off the phone with lainey the love of my lifeĘ . . . Now im taken a crap,-1
had a great night,1
Trying to get out to enjoy the weather &amp; train a little... Some minor beer tasting activity took place yesterday with @opsaksa etc,1
"@KenFTWIN I just started watching 30 Rock too, borrowed seasons 1 and 2 from my dad Ę so good.",1
N now the end to another wise great nite! Excuse me while I dream a little dream,1
I love how when I leave my laptop on my bed it creates a nice toasty spot,1
"@Lotay haha im jewish, i love that one",1
"@kristenstewart9 Hi!good luck for the mtvawards, Im sure you're going to win!I hope so!I Love your work! ha you speak spanish? take care",1
I chopped a fringe in last night got tired of having it hang in my eyes. Made a mess,-1
@sweet_avenue Love your website! Wish I lived closer to sample the cupcakey treats,1
"@Chet6 yep infact she is popular, miss india 99, talented film actress .... and lot more",1
@thisgelly @missneecie Happy Mother's Day to both of yall.Ę from me and my boys...,1
Had fun early night Vegas because Pool tomorrow,1
HAPPY MOTHERS DAY.!,1
I love crowded carsĘ and Ayanna!,1
@pyrat_ ay beezy! finally lol its time to hookah so get off twiiter...love ya,1
Only just past 8am and already been spoiled rotton,-1
"@blue_raven oh, I'm skeptical too. I just think it's the best thing he could have said under the circumstances",1
Good morning guys!Ę Dont forget: Today is mothers day! Mommy? I LOVE YOU ! YouŔ_re the best &lt;3,1
"Had a blast, babe. Thanks joe. &lt;3Ę i love everyone! Tyler...happy birthday.",1
@vivanews_com All breaking news will be tweeted here I hopeĘ welcome to twitter!,1
@dhewlett Stress test: http://www.selfhelpmagazine.com/psychtoons/glasbergen/StressManagement/StressTest.gifĘ Good luck!,1
"i changed my pictureĘ i am soo screwed, i have an assignment due tomorrow that i havent started, i just cant concentrate argh",-1
"Shite night, tomorow, I get to hang out with my little brother and neice, should be sufficient enough to change my mood",1
Toris was SO fun! JB MOVIE WAS ABSOLUTELY AMAZING! and i had a good day at work!Ę YAY i loved the movie! :0,1
@Jae878Ę thanksĘ I'm holding my mini laser light thingy lol. How are u?,1
finally got to see you,1
"@michaelmagical #warmfuzzies to you, my friend",1
"boopboopboop. still talking to ashley &amp; brittany.Ę i've been talking to ashley for forever, and our convo still goes places. we're awesome",1
"@MISS_OTTAWA ur welcome, sweet dreams!",1
"@johncmayer lol that just totally made me laugh, which made my day",1
@SarinneJonas thats so cool,1
"Morning, up early to travel to today's game but reli happy my bro is coming to watch meĘ x",1
@JackieShimamoto i love cobra starship!!Ę thanks for the suggestion!,1
Pretty sure my kitties missed me...one is laying on me and the other 2 are on each side of me. They are so cute though.,1
@rowsell you really chose the wrong time of year to do this didnt you,-1
"@jojowright thank you, god bless im going to eaat my in in out",1
"@patriciaco Youtube. ) Really awesome quality, actually.",1
Having first beer in over 8 days what has happened to me and Im only having it cause Miss 8 wanted to get me one for mothers day.,-1
This is dedicated to all those moms out there - Happy Mother's DayĘ ? http://blip.fm/~5z2g9,1
@njoups thnks for followin,1
@farewellcup thank you for the re-tweet,1
Ready to crash!...had a great day and a FUN night! I couldn't ask for anything moreĘ Night!,1
@beyondthestars omg! shannon Happy Birthday!!!! I'm celebrating for you!,1
I didn't check Twitter till just now. Thanks everyone for all the Congrats! I really really appreciate itĘ #fb,1
"And they are so censoring over at nin.com, nobody can really speculate about these things are disagree with anything",-1
@DebbieZachry very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day,1
"Finally back in bed with my puppies after a LONG week in Jamaica. loved it, but lve to be home too!! Night",1
Something strange in the air lately. Been setting everyone on edge. Going to do a good smudging of the house. Good to do those anyway,1
@MarkMayhew ha! lemme know what you find (tho I suspect it will be a lot of complaints). Have a peaceful night my friend,1
@vieriu I am blessed beyond measure,1
@taraaverette You seem Cool,1
"@dangercharlie you're welcome char, glad you liked the cake, it's pretty simple you should give it a try",1
watching snl with my ucsd girls and laughing about twitter/blackberry jokesĘ thought i'd tweet that.,1
Also I was conviced to do a happy dance and then told it was the most adorable happy dance ever,1
We got JoJo in for free and free drinks for Mom! My kind of night,1
